date,count,total_count,ratio
1/1/2015,373,25611,0.014564055
1/2/2015,387,31932,0.012119504
1/3/2015,289,24646,0.011726041
1/4/2015,322,25513,0.012621017
1/5/2015,567,39982,0.014181382
1/6/2015,626,42366,0.014776
1/7/2015,507,45163,0.011226004
1/8/2015,521,44928,0.011596332
1/9/2015,531,44041,0.012056947
1/10/2015,346,29093,0.011892895
1/11/2015,364,27955,0.013020926
1/12/2015,614,43457,0.014128909
1/13/2015,636,51576,0.012331317
1/14/2015,576,48413,0.011897631
1/15/2015,585,49377,0.011847621
1/16/2015,512,45452,0.011264631
1/17/2015,338,28939,0.01167974
1/18/2015,340,30206,0.011256042
1/19/2015,539,44368,0.012148395
1/20/2015,692,49347,0.014023142
1/21/2015,786,51083,0.015386724
1/22/2015,738,50193,0.014703245
1/23/2015,648,47205,0.013727359
1/24/2015,360,30089,0.011964505
1/25/2015,519,30105,0.017239661
1/26/2015,673,46099,0.014599015
1/27/2015,493,48487,0.010167674
1/28/2015,653,49770,0.013120354
1/29/2015,583,49090,0.011876146
1/30/2015,579,44670,0.012961719
1/31/2015,425,29935,0.014197428
2/1/2015,440,31250,0.01408
2/2/2015,591,46496,0.012710771
2/3/2015,535,50532,0.010587351
2/4/2015,678,49699,0.013642126
2/5/2015,616,49763,0.012378675
2/6/2015,608,45064,0.013491923
2/7/2015,569,29532,0.019267236
2/8/2015,508,31214,0.016274749
2/9/2015,741,46647,0.015885266
2/10/2015,1062,48866,0.021732902
2/11/2015,691,47312,0.014605174
2/12/2015,673,44525,0.015115104
2/13/2015,527,44469,0.011850952
2/14/2015,354,29014,0.012201006
2/15/2015,426,30365,0.01402931
2/16/2015,541,42032,0.012871146
2/17/2015,511,45812,0.011154283
2/18/2015,502,47649,0.010535373
2/19/2015,498,45210,0.011015262
2/20/2015,485,44937,0.010792888
2/21/2015,325,28889,0.011249957
2/22/2015,338,30367,0.011130504
2/23/2015,560,45148,0.01240365
2/24/2015,546,50351,0.010843876
2/25/2015,556,50482,0.011013827
2/26/2015,504,48096,0.010479042
2/27/2015,499,45288,0.011018371
2/28/2015,457,29961,0.015253162
3/1/2015,442,29731,0.014866638
3/2/2015,699,47052,0.014855904
3/3/2015,632,49086,0.012875362
3/4/2015,510,48608,0.0104921
3/5/2015,440,47250,0.009312169
3/6/2015,361,43274,0.008342192
3/7/2015,323,29097,0.011100801
3/8/2015,324,28383,0.011415284
3/9/2015,458,44765,0.010231207
3/10/2015,543,49300,0.011014199
3/11/2015,464,48071,0.009652389
3/12/2015,461,49642,0.009286491
3/13/2015,423,44449,0.009516525
3/14/2015,307,28888,0.01062725
3/15/2015,420,31120,0.013496144
3/16/2015,588,43859,0.013406598
3/17/2015,817,48949,0.016690841
3/18/2015,800,49736,0.016084928
3/19/2015,678,47424,0.014296559
3/20/2015,524,45633,0.011482918
3/21/2015,309,28017,0.011029018
3/22/2015,562,27900,0.020143369
3/23/2015,791,39900,0.019824561
3/24/2015,594,46977,0.012644486
3/25/2015,610,47498,0.012842646
3/26/2015,606,47964,0.012634476
3/27/2015,643,45871,0.014017571
3/28/2015,533,28719,0.018559142
3/29/2015,604,29113,0.020746745
3/30/2015,634,42132,0.015047945
3/31/2015,592,47423,0.012483394
4/1/2015,611,48697,0.012546974
4/2/2015,498,45477,0.01095059
4/3/2015,432,37789,0.011431898
4/4/2015,307,28126,0.010915167
4/5/2015,315,26625,0.011830986
4/6/2015,495,41793,0.011844089
4/7/2015,553,47688,0.011596209
4/8/2015,527,48590,0.010845853
4/9/2015,514,48911,0.010508883
4/10/2015,471,45137,0.010434898
4/11/2015,394,27601,0.014274845
4/12/2015,404,30294,0.013335974
4/13/2015,662,43916,0.015074233
4/14/2015,549,48662,0.011281904
4/15/2015,612,51369,0.0119138
4/16/2015,505,44825,0.011266035
4/17/2015,449,41002,0.010950685
4/18/2015,329,28800,0.011423611
4/19/2015,329,29544,0.011135933
4/20/2015,503,45486,0.011058348
4/21/2015,475,47723,0.009953272
4/22/2015,448,48890,0.009163428
4/23/2015,580,49964,0.011608358
4/24/2015,413,45177,0.00914182
4/25/2015,284,29812,0.009526365
4/26/2015,311,29796,0.010437643
4/27/2015,501,46688,0.010730809
4/28/2015,446,49978,0.008923927
4/29/2015,461,50277,0.009169203
4/30/2015,463,47841,0.009677891
5/1/2015,386,39039,0.009887548
5/2/2015,257,28933,0.008882591
5/3/2015,301,29152,0.010325192
5/4/2015,474,43852,0.010809085
5/5/2015,570,49336,0.01155343
5/6/2015,593,49419,0.011999433
5/7/2015,649,50108,0.012952024
5/8/2015,698,45801,0.015239842
5/9/2015,302,29506,0.010235206
5/10/2015,409,29535,0.013847977
5/11/2015,563,46973,0.011985609
5/12/2015,424,50083,0.008465947
5/13/2015,503,50044,0.010051155
5/14/2015,454,48223,0.009414595
5/15/2015,478,47894,0.009980373
5/16/2015,292,28647,0.010193039
5/17/2015,319,30533,0.010447712
5/18/2015,435,46568,0.009341178
5/19/2015,451,50343,0.008958544
5/20/2015,472,52280,0.009028309
5/21/2015,434,48571,0.008935373
5/22/2015,427,45038,0.009480883
5/23/2015,305,29143,0.010465635
5/24/2015,438,30765,0.014236958
5/25/2015,437,37402,0.011683867
5/26/2015,503,48860,0.01029472
5/27/2015,560,50282,0.011137186
5/28/2015,488,49423,0.009873945
5/29/2015,511,45253,0.011292069
5/30/2015,318,29391,0.010819639
5/31/2015,305,29418,0.010367802
6/1/2015,450,49571,0.009077888
6/2/2015,610,49617,0.012294173
6/3/2015,510,49858,0.010229051
6/4/2015,577,49199,0.011727881
6/5/2015,470,45720,0.010279965
6/6/2015,412,29906,0.0137765
6/7/2015,466,31985,0.014569329
6/8/2015,617,47629,0.012954293
6/9/2015,516,49534,0.010417087
6/10/2015,430,49795,0.008635405
6/11/2015,439,49216,0.008919863
6/12/2015,394,43866,0.008981899
6/13/2015,285,29271,0.009736599
6/14/2015,296,30286,0.009773493
6/15/2015,577,49026,0.011769265
6/16/2015,463,51065,0.009066876
6/17/2015,443,51521,0.008598436
6/18/2015,457,49839,0.009169526
6/19/2015,409,48085,0.008505771
6/20/2015,221,30321,0.007288678
6/21/2015,238,29956,0.007944986
6/22/2015,433,48152,0.008992358
6/23/2015,381,50512,0.007542762
6/24/2015,431,52049,0.008280659
6/25/2015,516,51492,0.010020974
6/26/2015,443,49658,0.00892102
6/27/2015,300,30008,0.009997334
6/28/2015,305,30408,0.010030255
6/29/2015,634,51169,0.012390314
6/30/2015,484,53309,0.009079142
7/1/2015,446,52575,0.008483119
7/2/2015,444,50614,0.008772276
7/3/2015,374,40674,0.009195063
7/4/2015,224,29063,0.007707394
7/5/2015,301,30960,0.009722222
7/6/2015,415,48886,0.008489138
7/7/2015,387,50904,0.007602546
7/8/2015,438,52198,0.008391126
7/9/2015,426,49825,0.008549925
7/10/2015,355,48839,0.007268781
7/11/2015,234,30925,0.007566694
7/12/2015,319,31390,0.010162472
7/13/2015,666,51477,0.012937817
7/14/2015,444,49178,0.009028427
7/15/2015,511,52094,0.009809191
7/16/2015,429,51806,0.008280894
7/17/2015,397,46220,0.008589355
7/18/2015,235,27168,0.008649882
7/19/2015,256,28278,0.009052974
7/20/2015,536,48702,0.011005708
7/21/2015,484,49952,0.009689302
7/22/2015,442,52114,0.008481406
7/23/2015,446,51227,0.008706346
7/24/2015,446,46573,0.009576364
7/25/2015,310,29784,0.010408273
7/26/2015,300,31102,0.009645682
7/27/2015,429,47843,0.008966829
7/28/2015,497,50515,0.009838662
7/29/2015,429,49062,0.008744038
7/30/2015,412,45592,0.009036673
7/31/2015,455,47765,0.009525803
8/1/2015,262,29991,0.008735954
8/2/2015,361,30185,0.011959583
8/3/2015,510,47278,0.010787258
8/4/2015,510,49404,0.010323051
8/5/2015,436,50560,0.008623418
8/6/2015,529,51517,0.010268455
8/7/2015,546,48097,0.011352059
8/8/2015,295,30107,0.009798386
8/9/2015,415,30961,0.01340396
8/10/2015,508,48623,0.01044773
8/11/2015,467,50015,0.009337199
8/12/2015,488,51726,0.009434327
8/13/2015,511,50561,0.010106604
8/14/2015,458,47459,0.009650435
8/15/2015,310,31366,0.009883313
8/16/2015,333,30709,0.010843727
8/17/2015,589,48754,0.01208106
8/18/2015,525,50116,0.010475696
8/19/2015,457,50322,0.009081515
8/20/2015,701,50964,0.013754807
8/21/2015,598,47886,0.012487992
8/22/2015,341,29868,0.011416901
8/23/2015,286,31275,0.009144684
8/24/2015,474,49297,0.00961519
8/25/2015,541,50864,0.010636206
8/26/2015,476,50836,0.009363443
8/27/2015,570,52723,0.010811221
8/28/2015,477,47355,0.010072854
8/29/2015,359,31142,0.01152784
8/30/2015,344,32130,0.010706505
8/31/2015,493,50436,0.009774764
9/1/2015,495,50732,0.009757155
9/2/2015,491,52463,0.009358977
9/3/2015,569,52194,0.010901636
9/4/2015,431,46978,0.009174507
9/5/2015,397,31614,0.012557728
9/6/2015,324,30885,0.010490529
9/7/2015,515,42847,0.012019511
9/8/2015,620,52509,0.0118075
9/9/2015,634,53700,0.011806331
9/10/2015,565,54307,0.010403815
9/11/2015,557,50065,0.011125537
9/12/2015,454,32916,0.013792684
9/13/2015,407,33873,0.01201547
9/14/2015,594,53627,0.01107651
9/15/2015,709,59960,0.01182455
9/16/2015,544,59040,0.009214092
9/17/2015,693,58843,0.011777102
9/18/2015,587,53281,0.01101706
9/19/2015,385,34718,0.011089348
9/20/2015,596,36676,0.016250409
9/21/2015,710,56500,0.012566372
9/22/2015,626,57461,0.010894346
9/23/2015,515,57187,0.009005543
9/24/2015,439,57375,0.007651416
9/25/2015,625,53960,0.011582654
9/26/2015,355,35526,0.009992681
9/27/2015,433,34871,0.012417195
9/28/2015,706,57117,0.012360593
9/29/2015,591,58930,0.010028848
9/30/2015,685,60371,0.011346507
10/1/2015,590,58053,0.010163127
10/2/2015,541,53305,0.010149142
10/3/2015,359,35881,0.010005295
10/4/2015,397,36922,0.010752397
10/5/2015,734,57939,0.012668496
10/6/2015,662,59283,0.011166776
10/7/2015,736,60115,0.012243201
10/8/2015,722,59635,0.012106984
10/9/2015,705,54031,0.013048065
10/10/2015,522,35983,0.01450685
10/11/2015,649,35855,0.018100683
10/12/2015,795,53617,0.014827387
10/13/2015,659,57820,0.01139744
10/14/2015,715,58139,0.012298113
10/15/2015,850,59379,0.014314825
10/16/2015,650,53942,0.01204998
10/17/2015,474,34831,0.013608567
10/18/2015,474,35400,0.013389831
10/19/2015,914,57118,0.016001961
10/20/2015,943,58558,0.016103692
10/21/2015,709,58302,0.012160818
10/22/2015,633,57156,0.011074953
10/23/2015,657,53276,0.012332007
10/24/2015,466,33848,0.013767431
10/25/2015,720,35779,0.020123536
10/26/2015,955,57146,0.016711581
10/27/2015,823,58592,0.014046286
10/28/2015,716,59949,0.011943485
10/29/2015,843,59028,0.014281358
10/30/2015,790,54789,0.014418953
10/31/2015,542,36985,0.01465459
11/1/2015,652,36923,0.01765837
11/2/2015,851,56277,0.015121631
11/3/2015,1136,59521,0.019085701
11/4/2015,1200,59859,0.020047111
11/5/2015,992,60534,0.016387485
11/6/2015,720,54984,0.013094718
11/7/2015,675,34693,0.019456374
11/8/2015,964,36722,0.026251294
11/9/2015,1001,57713,0.017344446
11/10/2015,853,60710,0.014050404
11/11/2015,751,56353,0.013326708
11/12/2015,680,58050,0.01171404
11/13/2015,644,57471,0.011205652
11/14/2015,377,38117,0.0098906
11/15/2015,503,37914,0.013266867
11/16/2015,598,58090,0.010294371
11/17/2015,587,59349,0.009890647
11/18/2015,601,58443,0.010283524
11/19/2015,690,60294,0.011443925
11/20/2015,525,54296,0.009669221
11/21/2015,375,35705,0.010502731
11/22/2015,450,36232,0.01241996
11/23/2015,626,57500,0.010886957
11/24/2015,558,58971,0.009462278
11/25/2015,482,56181,0.008579413
11/26/2015,362,46637,0.007762077
11/27/2015,447,45725,0.009775834
11/28/2015,368,34640,0.010623557
11/29/2015,383,36776,0.010414401
11/30/2015,660,58916,0.01120239
12/1/2015,604,59325,0.010181205
12/2/2015,613,58154,0.010540977
12/3/2015,601,59624,0.010079834
12/4/2015,549,55050,0.009972752
12/5/2015,327,34798,0.009397092
12/6/2015,580,37506,0.015464192
12/7/2015,768,57528,0.013350021
12/8/2015,665,57964,0.011472638
12/9/2015,649,59634,0.010883053
12/10/2015,615,59708,0.010300127
12/11/2015,679,53914,0.012594131
12/12/2015,445,34476,0.01290753
12/13/2015,651,36079,0.018043737
12/14/2015,783,56940,0.013751317
12/15/2015,667,60733,0.010982497
12/16/2015,590,59813,0.009864076
12/17/2015,630,58677,0.010736745
12/18/2015,595,55233,0.010772545
12/19/2015,396,34275,0.011553611
12/20/2015,432,36244,0.011919214
12/21/2015,657,53701,0.012234409
12/22/2015,519,53723,0.009660667
12/23/2015,516,52131,0.009898141
12/24/2015,314,38930,0.008065759
12/25/2015,213,29091,0.007321852
12/26/2015,282,29335,0.00961309
12/27/2015,343,31602,0.010853743
12/28/2015,462,47161,0.00979623
12/29/2015,510,48025,0.010619469
12/30/2015,577,48780,0.011828618
12/31/2015,484,41258,0.011731058
1/1/2016,348,30588,0.011377011
1/2/2016,310,30560,0.010143979
1/3/2016,329,33166,0.009919797
1/4/2016,532,53486,0.009946528
1/5/2016,644,56067,0.011486258
1/6/2016,608,57005,0.010665731
1/7/2016,646,57695,0.011196811
1/8/2016,558,54635,0.010213233
1/9/2016,365,34455,0.010593528
1/10/2016,453,37097,0.01221123
1/11/2016,656,57826,0.011344378
1/12/2016,743,60105,0.0123617
1/13/2016,664,59831,0.011097926
1/14/2016,647,60022,0.010779381
1/15/2016,707,58433,0.012099327
1/16/2016,513,35986,0.014255544
1/17/2016,472,37075,0.012730951
1/18/2016,622,52472,0.011853941
1/19/2016,753,60339,0.012479491
1/20/2016,645,61448,0.01049668
1/21/2016,694,60672,0.011438555
1/22/2016,635,56423,0.011254276
1/23/2016,444,36268,0.012242197
1/24/2016,411,37637,0.010920105
1/25/2016,733,58036,0.012630092
1/26/2016,721,61439,0.011735217
1/27/2016,729,62843,0.011600337
1/28/2016,733,62106,0.011802402
1/29/2016,620,57791,0.010728314
1/30/2016,496,38229,0.012974443
1/31/2016,538,37936,0.01418178
2/1/2016,951,61567,0.015446587
2/2/2016,685,63931,0.010714677
2/3/2016,775,64469,0.012021282
2/4/2016,764,63537,0.01202449
2/5/2016,711,59796,0.011890427
2/6/2016,480,40560,0.01183432
2/7/2016,421,38071,0.011058286
2/8/2016,592,58382,0.010140112
2/9/2016,788,61122,0.012892248
2/10/2016,716,63731,0.011234721
2/11/2016,667,65254,0.010221596
2/12/2016,603,58091,0.010380265
2/13/2016,545,38842,0.014031203
2/14/2016,478,36202,0.01320369
2/15/2016,758,55640,0.013623293
2/16/2016,819,62268,0.013152823
2/17/2016,740,62985,0.011748829
2/18/2016,852,63879,0.013337717
2/19/2016,722,58716,0.012296478
2/20/2016,517,38597,0.013394823
2/21/2016,518,38361,0.013503298
2/22/2016,843,60099,0.014026856
2/23/2016,877,62686,0.013990365
2/24/2016,832,64720,0.012855377
2/25/2016,885,64726,0.013673022
2/26/2016,918,60205,0.015247903
2/27/2016,541,38287,0.014130122
2/28/2016,632,41252,0.015320469
2/29/2016,1000,61513,0.016256726
3/1/2016,1194,64592,0.018485261
3/2/2016,919,64840,0.01417335
3/3/2016,803,65438,0.012271157
3/4/2016,861,61346,0.014035145
3/5/2016,546,37928,0.014395697
3/6/2016,598,40481,0.014772362
3/7/2016,764,59937,0.012746717
3/8/2016,812,61334,0.013238987
3/9/2016,849,63365,0.013398564
3/10/2016,867,64358,0.013471519
3/11/2016,768,57951,0.013252575
3/12/2016,663,37852,0.017515587
3/13/2016,610,37320,0.016345123
3/14/2016,890,61460,0.014480963
3/15/2016,1151,65152,0.01766638
3/16/2016,919,64293,0.014293936
3/17/2016,766,66096,0.011589204
3/18/2016,778,58249,0.013356452
3/19/2016,519,36262,0.014312503
3/20/2016,660,37829,0.017446932
3/21/2016,896,58633,0.015281497
3/22/2016,858,61650,0.013917275
3/23/2016,753,56420,0.013346331
3/24/2016,705,56519,0.012473681
3/25/2016,544,48787,0.011150511
3/26/2016,394,33932,0.011611458
3/27/2016,405,35380,0.011447145
3/28/2016,754,52438,0.014378886
3/29/2016,767,60412,0.012696153
3/30/2016,812,62079,0.013080108
3/31/2016,853,60867,0.014014162
4/1/2016,751,57877,0.012975793
4/2/2016,451,37725,0.011954937
4/3/2016,591,40437,0.014615328
4/4/2016,993,60704,0.016358065
4/5/2016,1129,65280,0.01729473
4/6/2016,901,62264,0.014470641
4/7/2016,843,60961,0.013828513
4/8/2016,767,57043,0.013445997
4/9/2016,558,37535,0.014866125
4/10/2016,592,38533,0.015363455
4/11/2016,944,59176,0.015952413
4/12/2016,784,64127,0.01222574
4/13/2016,778,64229,0.012112908
4/14/2016,796,64344,0.012371006
4/15/2016,798,59703,0.013366163
4/16/2016,455,36872,0.012339987
4/17/2016,527,38396,0.013725388
4/18/2016,826,59249,0.013941164
4/19/2016,853,60630,0.014068943
4/20/2016,851,63733,0.01335258
4/21/2016,783,62023,0.012624349
4/22/2016,700,55817,0.012540982
4/23/2016,579,35872,0.016140723
4/24/2016,642,37004,0.017349476
4/25/2016,980,56079,0.017475347
4/26/2016,956,63105,0.015149354
4/27/2016,851,63920,0.013313517
4/28/2016,766,61984,0.012358028
4/29/2016,766,57856,0.013239768
4/30/2016,563,34175,0.016474031
5/1/2016,474,34845,0.013603099
5/2/2016,771,54261,0.0142091
5/3/2016,974,61858,0.01574574
5/4/2016,911,61403,0.014836409
5/5/2016,974,60540,0.016088537
5/6/2016,1124,58582,0.019186781
5/7/2016,605,30306,0.019963044
5/8/2016,659,38130,0.017282979
5/9/2016,1117,59144,0.018886108
5/10/2016,989,63917,0.015473192
5/11/2016,880,63194,0.013925373
5/12/2016,858,63917,0.013423659
5/13/2016,740,59494,0.012438229
5/14/2016,536,37503,0.01429219
5/15/2016,688,40765,0.016877223
5/16/2016,983,58093,0.016921144
5/17/2016,1000,61405,0.016285319
5/18/2016,997,63859,0.015612521
5/19/2016,1256,63259,0.019854882
5/20/2016,907,57619,0.015741335
5/21/2016,504,37242,0.013533108
5/22/2016,712,37709,0.018881434
5/23/2016,883,59766,0.014774286
5/24/2016,866,62737,0.013803657
5/25/2016,675,61699,0.01094021
5/26/2016,774,61964,0.012491124
5/27/2016,661,54889,0.012042486
5/28/2016,500,36434,0.013723445
5/29/2016,460,37755,0.012183817
5/30/2016,686,49627,0.01382312
5/31/2016,797,63430,0.012565032
6/1/2016,784,64801,0.012098579
6/2/2016,717,62979,0.011384747
6/3/2016,663,57893,0.011452162
6/4/2016,461,36060,0.012784248
6/5/2016,511,37612,0.01358609
6/6/2016,935,58581,0.015960806
6/7/2016,1008,62500,0.016128
6/8/2016,880,63364,0.013888012
6/9/2016,713,62183,0.011466156
6/10/2016,642,57091,0.011245205
6/11/2016,565,37001,0.015269858
6/12/2016,454,40841,0.01111628
6/13/2016,709,59034,0.012010028
6/14/2016,779,61540,0.012658434
6/15/2016,768,65472,0.011730205
6/16/2016,651,62659,0.010389569
6/17/2016,560,57219,0.009786959
6/18/2016,437,36129,0.012095547
6/19/2016,469,38079,0.0123165
6/20/2016,738,61287,0.012041705
6/21/2016,764,62141,0.01229462
6/22/2016,773,63672,0.012140344
6/23/2016,779,62149,0.012534393
6/24/2016,837,59329,0.014107772
6/25/2016,450,36292,0.012399427
6/26/2016,469,38547,0.012166965
6/27/2016,782,59074,0.013237634
6/28/2016,702,62709,0.011194565
6/29/2016,736,62639,0.011749868
6/30/2016,715,62928,0.011362192
7/1/2016,673,58162,0.011571129
7/2/2016,386,35512,0.010869565
7/3/2016,399,36125,0.011044983
7/4/2016,570,48281,0.011805886
7/5/2016,819,59989,0.013652503
7/6/2016,672,59866,0.011225069
7/7/2016,554,60814,0.009109744
7/8/2016,468,57108,0.008194999
7/9/2016,312,36581,0.008529018
7/10/2016,421,37139,0.011335793
7/11/2016,653,58217,0.011216655
7/12/2016,691,60203,0.011477833
7/13/2016,760,60058,0.012654434
7/14/2016,642,60074,0.01068682
7/15/2016,659,59961,0.010990477
7/16/2016,524,35942,0.014579044
7/17/2016,472,37195,0.012689878
7/18/2016,774,60954,0.0126981
7/19/2016,776,62900,0.012337043
7/20/2016,838,64960,0.012900246
7/21/2016,911,64095,0.014213277
7/22/2016,755,56819,0.013287809
7/23/2016,488,36308,0.013440564
7/24/2016,467,38529,0.01212074
7/25/2016,842,59905,0.014055588
7/26/2016,920,64288,0.014310602
7/27/2016,942,63971,0.014725422
7/28/2016,829,62534,0.013256788
7/29/2016,887,55928,0.015859677
7/30/2016,461,35648,0.012932002
7/31/2016,556,36704,0.015148213
8/1/2016,939,58977,0.015921461
8/2/2016,1097,61416,0.017861795
8/3/2016,1113,61260,0.018168462
8/4/2016,952,60578,0.015715276
8/5/2016,869,55878,0.015551738
8/6/2016,565,37386,0.015112609
8/7/2016,587,38831,0.015116788
8/8/2016,830,59927,0.013850184
8/9/2016,822,61260,0.013418217
8/10/2016,798,61517,0.012972024
8/11/2016,667,62957,0.010594533
8/12/2016,721,59179,0.012183376
8/13/2016,436,37615,0.011591121
8/14/2016,471,38358,0.012279055
8/15/2016,857,60943,0.014062321
8/16/2016,858,68671,0.012494357
8/17/2016,750,64090,0.011702294
8/18/2016,739,62284,0.011865005
8/19/2016,672,56362,0.011922927
8/20/2016,387,36075,0.010727651
8/21/2016,450,36423,0.012354831
8/22/2016,808,57594,0.014029239
8/23/2016,816,63280,0.01289507
8/24/2016,731,62867,0.011627722
8/25/2016,673,62058,0.010844694
8/26/2016,700,57987,0.012071671
8/27/2016,408,36429,0.011199868
8/28/2016,476,39798,0.0119604
8/29/2016,840,60140,0.013967409
8/30/2016,925,63926,0.014469856
8/31/2016,943,65631,0.01436821
9/1/2016,885,64097,0.013807198
9/2/2016,721,56995,0.012650232
9/3/2016,391,37824,0.010337352
9/4/2016,572,37900,0.015092348
9/5/2016,875,51347,0.017040918
9/6/2016,876,61651,0.014209015
9/7/2016,997,62913,0.015847281
9/8/2016,953,64114,0.014864148
9/9/2016,917,61301,0.014958973
9/10/2016,501,38748,0.0129297
9/11/2016,585,40696,0.014374877
9/12/2016,973,63147,0.015408491
9/13/2016,935,65654,0.014241326
9/14/2016,1042,64533,0.016146778
9/15/2016,1054,68314,0.015428755
9/16/2016,807,60333,0.013375765
9/17/2016,525,39955,0.013139782
9/18/2016,666,42197,0.015783113
9/19/2016,1008,63875,0.015780822
9/20/2016,855,66254,0.012904881
9/21/2016,943,69223,0.01362264
9/22/2016,934,66168,0.014115585
9/23/2016,935,61788,0.015132388
9/24/2016,536,39371,0.013614081
9/25/2016,590,40249,0.014658749
9/26/2016,1141,64546,0.017677315
9/27/2016,997,67203,0.014835647
9/28/2016,1036,66126,0.01566706
9/29/2016,876,66065,0.013259669
9/30/2016,906,60920,0.014871963
10/1/2016,626,38461,0.016276228
10/2/2016,711,41769,0.017022193
10/3/2016,963,61037,0.015777315
10/4/2016,1023,67465,0.015163418
10/5/2016,873,66183,0.013190699
10/6/2016,876,64318,0.013619826
10/7/2016,1048,59260,0.017684779
10/8/2016,634,39099,0.016215248
10/9/2016,799,43780,0.018250343
10/10/2016,940,61300,0.015334421
10/11/2016,949,63821,0.014869714
10/12/2016,925,64391,0.014365362
10/13/2016,981,66040,0.014854634
10/14/2016,991,61098,0.016219844
10/15/2016,779,41924,0.018581242
10/16/2016,719,40091,0.0179342
10/17/2016,1416,66305,0.021355856
10/18/2016,1626,66674,0.024387317
10/19/2016,1607,72496,0.02216674
10/20/2016,1687,67628,0.024945289
10/21/2016,1257,64668,0.019437744
10/22/2016,669,39497,0.016937995
10/23/2016,962,41279,0.023304828
10/24/2016,1392,63598,0.021887481
10/25/2016,1314,66948,0.019627173
10/26/2016,1145,68539,0.016705817
10/27/2016,1163,68332,0.017019844
10/28/2016,1182,62954,0.018775614
10/29/2016,803,39159,0.020506142
10/30/2016,773,39700,0.019471033
10/31/2016,1342,63209,0.021231154
11/1/2016,1305,65381,0.019959927
11/2/2016,1391,66536,0.020905976
11/3/2016,1589,67336,0.023598075
11/4/2016,1623,62107,0.02613232
11/5/2016,1047,40786,0.025670573
11/6/2016,1099,44201,0.024863691
11/7/2016,2372,67550,0.03511473
11/8/2016,3416,75313,0.045357375
11/9/2016,3335,76850,0.043396226
11/10/2016,1783,71028,0.025102776
11/11/2016,1320,61816,0.021353695
11/12/2016,832,40932,0.020326395
11/13/2016,944,46166,0.020447949
11/14/2016,1424,68296,0.020850416
11/15/2016,1809,76998,0.023494117
11/16/2016,1385,70675,0.019596746
11/17/2016,1302,70941,0.018353279
11/18/2016,1102,63703,0.017299028
11/19/2016,632,39690,0.015923406
11/20/2016,744,42553,0.017484079
11/21/2016,1115,64168,0.017376262
11/22/2016,960,67754,0.014168905
11/23/2016,999,65698,0.015205942
11/24/2016,675,54949,0.012284118
11/25/2016,772,52522,0.014698602
11/26/2016,693,39277,0.017643914
11/27/2016,745,41433,0.017980837
11/28/2016,1452,67205,0.021605535
11/29/2016,1392,70432,0.019763744
11/30/2016,1364,76209,0.017898149
12/1/2016,1288,73660,0.017485745
12/2/2016,1169,65686,0.017796791
12/3/2016,886,42365,0.02091349
12/4/2016,860,47468,0.018117469
12/5/2016,1570,71610,0.021924312
12/6/2016,1290,69938,0.018444908
12/7/2016,1120,69012,0.016229062
12/8/2016,1121,67662,0.016567645
12/9/2016,1248,63763,0.019572479
12/10/2016,974,40938,0.023792076
12/11/2016,879,44471,0.01976569
12/12/2016,1457,66510,0.02190648
12/13/2016,1325,71369,0.018565484
12/14/2016,1045,69762,0.014979502
12/15/2016,1257,71314,0.017626273
12/16/2016,1219,60997,0.019984589
12/17/2016,611,38063,0.016052334
12/18/2016,705,39729,0.017745224
12/19/2016,1157,61095,0.01893772
12/20/2016,673,44580,0.015096456
12/21/2016,811,61671,0.013150427
12/22/2016,746,61631,0.012104298
12/23/2016,689,53780,0.012811454
12/24/2016,467,33521,0.013931565
12/25/2016,265,31803,0.008332547
12/26/2016,599,43802,0.013675175
12/27/2016,753,53692,0.014024436
12/28/2016,759,55071,0.013782208
12/29/2016,897,52657,0.017034772
12/30/2016,982,51945,0.018904611
12/31/2016,649,35147,0.018465303
1/1/2017,464,35838,0.012947151
1/2/2017,722,49599,0.014556745
1/3/2017,852,63506,0.013416055
1/4/2017,1105,65185,0.016951753
1/5/2017,1199,67031,0.017887246
1/6/2017,1045,60776,0.017194287
1/7/2017,699,37584,0.01859834
1/8/2017,702,36291,0.019343639
1/9/2017,1064,67800,0.015693215
1/10/2017,1047,77080,0.01358329
1/11/2017,949,77504,0.012244529
1/12/2017,855,66870,0.012786003
1/13/2017,939,68692,0.013669714
1/14/2017,507,41212,0.012302242
1/15/2017,806,46966,0.017161351
1/16/2017,868,59697,0.014540094
1/17/2017,1125,71689,0.015692784
1/18/2017,1078,74733,0.014424685
1/19/2017,1015,74549,0.013615206
1/20/2017,831,72287,0.011495843
1/21/2017,787,45324,0.017363869
1/22/2017,710,44342,0.016011907
1/23/2017,1199,70602,0.016982522
1/24/2017,1045,73905,0.014139774
1/25/2017,1189,73771,0.016117445
1/26/2017,1000,69314,0.0144271
1/27/2017,888,64674,0.013730402
1/28/2017,670,44414,0.015085333
1/29/2017,723,47455,0.015235486
1/30/2017,955,73191,0.013048052
1/31/2017,943,76704,0.012294013
2/1/2017,983,79099,0.012427464
2/2/2017,1130,76610,0.014750033
2/3/2017,1044,69883,0.014939256
2/4/2017,687,42340,0.016225791
2/5/2017,689,44984,0.015316557
2/6/2017,1075,69521,0.015462954
2/7/2017,1126,73108,0.015401871
2/8/2017,1048,77063,0.013599263
2/9/2017,1137,74450,0.015271995
2/10/2017,972,68130,0.014266843
