date,count,total_count,ratio
7/21/2020,1498,118871,0.012601896
7/22/2020,1764,129696,0.013601036
7/23/2020,1363,118429,0.011509005
7/24/2020,708,57820,0.012244898
7/25/2020,162,9862,0.016426688
7/26/2020,204,11742,0.017373531
7/27/2020,427,24786,0.017227467
7/28/2020,564,37981,0.01484953
7/29/2020,1108,90422,0.012253655
7/30/2020,2430,115383,0.021060295
7/31/2020,2047,106856,0.019156622
8/1/2020,778,69002,0.011275036
8/2/2020,750,66724,0.011240333
8/3/2020,1555,107310,0.014490728
8/4/2020,1062,64481,0.016469968
8/5/2020,670,23473,0.028543433
8/6/2020,716,31297,0.022877592
8/7/2020,1297,48188,0.026915415
8/8/2020,1151,63965,0.017994216
8/9/2020,1489,74250,0.020053872
8/10/2020,1955,112547,0.017370521
8/11/2020,1924,121266,0.015865948
8/12/2020,1521,120047,0.012670038
8/13/2020,2461,121756,0.020212556
8/14/2020,1916,112130,0.017087309
8/15/2020,1950,85765,0.022736548
8/16/2020,1578,74250,0.021252525
8/17/2020,2458,116899,0.021026698
8/18/2020,3077,120750,0.025482402
8/19/2020,2413,118785,0.020314013
8/20/2020,2011,122910,0.016361565
8/21/2020,2056,110397,0.018623694
8/22/2020,1141,72849,0.015662535
8/23/2020,1193,75744,0.015750422
8/24/2020,1781,112805,0.015788307
8/25/2020,1591,122357,0.013002934
8/26/2020,1550,126444,0.012258391
8/27/2020,1494,123730,0.012074679
8/28/2020,1854,113725,0.016302484
8/29/2020,1076,75825,0.01419057
8/30/2020,880,73647,0.011948891
8/31/2020,1470,114195,0.012872718
9/1/2020,1782,124059,0.014364133
9/2/2020,1817,121900,0.01490566
9/3/2020,2041,122545,0.016655106
9/4/2020,1745,114219,0.015277668
9/5/2020,1002,77572,0.012917032
9/6/2020,1003,75998,0.013197716
9/7/2020,1130,100178,0.011279922
9/8/2020,1847,132631,0.013925854
9/9/2020,1886,149388,0.012624843
9/10/2020,2439,156779,0.01555693
9/11/2020,1973,142162,0.013878533
9/12/2020,1197,95709,0.012506661
9/13/2020,1156,97812,0.011818591
9/14/2020,2148,140992,0.015234907
9/15/2020,2966,167805,0.017675278
9/16/2020,2183,157376,0.013871238
9/17/2020,2420,150834,0.016044128
9/18/2020,2481,146256,0.016963407
9/19/2020,1492,98638,0.015126016
9/20/2020,1515,96154,0.015755975
9/21/2020,2543,152825,0.016639948
9/22/2020,3127,154035,0.020300581
9/23/2020,2839,160143,0.017727906
9/24/2020,3240,158774,0.020406364
9/25/2020,3064,142996,0.021427173
9/26/2020,1633,97524,0.016744596
9/27/2020,1490,97567,0.015271557
9/28/2020,2638,148411,0.017774963
9/29/2020,2930,158784,0.018452741
9/30/2020,3214,158861,0.020231523
10/1/2020,2934,158242,0.018541222
10/2/2020,2423,140890,0.017197814
10/3/2020,1409,103599,0.013600517
10/4/2020,1193,97821,0.012195745
10/5/2020,2435,138233,0.017615186
10/6/2020,3003,162359,0.018496049
10/7/2020,3178,165454,0.019207756
10/8/2020,2947,154694,0.019050513
10/9/2020,2776,143609,0.019330265
10/10/2020,1676,94017,0.017826563
10/11/2020,1439,94369,0.015248652
10/12/2020,2804,141376,0.019833635
10/13/2020,3594,156606,0.022949312
10/14/2020,3206,159562,0.020092503
10/15/2020,3647,164489,0.022171695
10/16/2020,3260,145593,0.022391186
10/17/2020,1689,95316,0.017720005
10/18/2020,1812,94870,0.019099821
10/19/2020,3456,148823,0.023222217
10/20/2020,3583,158360,0.022625663
10/21/2020,3677,159973,0.022985129
10/22/2020,4345,161626,0.026883051
10/23/2020,3323,145828,0.022787119
10/24/2020,2369,97085,0.024401298
10/25/2020,2007,92233,0.021760108
10/26/2020,3659,145663,0.025119625
10/27/2020,3962,156993,0.025236794
10/28/2020,4493,160266,0.028034642
10/29/2020,4500,160224,0.02808568
10/30/2020,4009,146978,0.027276191
10/31/2020,2573,100737,0.025541757
11/1/2020,2749,105683,0.026011752
11/2/2020,6272,146703,0.042753045
11/3/2020,8705,156875,0.05549004
11/4/2020,8999,159758,0.056328948
11/5/2020,6800,152004,0.044735665
11/6/2020,6068,140354,0.043233538
11/7/2020,4629,104165,0.044439111
11/8/2020,3130,97090,0.03223813
11/9/2020,5089,150354,0.033846788
11/10/2020,4943,154029,0.032091359
11/11/2020,4063,149660,0.027148203
11/12/2020,4076,157333,0.025906835
11/13/2020,3711,144920,0.025607232
11/14/2020,1774,86690,0.020463721
11/15/2020,2462,102889,0.0239287
11/16/2020,3120,147525,0.021148958
11/17/2020,3330,152202,0.021878819
11/18/2020,3401,141501,0.024035166
11/19/2020,3064,154639,0.019813889
11/20/2020,2979,142893,0.020847767
11/21/2020,1536,95219,0.016131234
11/22/2020,1965,98166,0.020017114
11/23/2020,2947,145168,0.020300617
11/24/2020,2526,149457,0.016901182
11/25/2020,1960,148404,0.013207191
11/26/2020,1755,123105,0.014256123
11/27/2020,2086,126538,0.016485167
11/28/2020,1336,88810,0.015043351
11/29/2020,1454,97589,0.01489922
11/30/2020,3104,143687,0.021602511
12/1/2020,2975,154041,0.01931304
12/2/2020,2605,152491,0.017082975
12/3/2020,2565,154035,0.01665206
12/4/2020,2467,143065,0.01724391
12/5/2020,1769,93190,0.018982723
12/6/2020,1905,94945,0.020064248
12/7/2020,2602,143616,0.018117758
12/8/2020,2331,144618,0.016118326
12/9/2020,2617,147851,0.017700252
12/10/2020,2467,151136,0.016323047
12/11/2020,2361,136708,0.017270387
12/12/2020,1459,92634,0.015750157
12/13/2020,1346,92424,0.014563317
12/14/2020,2841,143554,0.019790462
12/15/2020,2582,148983,0.017330836
12/16/2020,1956,151261,0.012931291
12/17/2020,1882,134151,0.014028967
12/18/2020,1752,136294,0.012854564
12/19/2020,1132,89830,0.012601581
12/20/2020,1157,92178,0.012551802
12/21/2020,1835,137431,0.013352155
12/22/2020,2368,138285,0.017124055
12/23/2020,1936,132739,0.014585013
12/24/2020,1288,104888,0.012279765
12/25/2020,794,77281,0.010274194
12/26/2020,1141,81129,0.014064021
12/27/2020,1194,88447,0.01349961
12/28/2020,1273,123503,0.010307442
12/29/2020,1888,127887,0.014763033
12/30/2020,2253,129352,0.017417589
12/31/2020,1605,108307,0.014818987
